Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,-45001,
Trigger Level,0.000E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+01,
Vertical Position,8.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-04,
Horizontal Position,5.000E-03,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-07,
Horizontal Old Scale,1.000E-04,
Horizontal Old Position,5.000E-03,
Firmware,V1.24,
Mode,Detail,
Waveform Data,
5.249400e-03,-1.12e+01,
5.249500e-03,-1.12e+01,
5.249600e-03,-1.12e+01,
5.249700e-03,-1.12e+01,
5.249800e-03,-1.12e+01,
5.249900e-03,-1.12e+01,
5.250000e-03,-1.12e+01,
5.250100e-03,-1.12e+01,
5.250200e-03,-1.12e+01,
5.250300e-03,-1.12e+01,
5.250400e-03,-1.12e+01,
5.250500e-03,-1.12e+01,
5.250600e-03,-1.12e+01,
5.250700e-03,-1.12e+01,
5.250800e-03,-1.12e+01,
5.250900e-03,-1.12e+01,
5.251000e-03,-1.12e+01,
5.251100e-03,-1.12e+01,
5.251200e-03,-1.12e+01,
5.251300e-03,-1.12e+01,
5.251400e-03,-1.12e+01,
5.251500e-03,-1.12e+01,
5.251600e-03,-1.12e+01,
5.251700e-03,-1.12e+01,
5.251800e-03,-1.12e+01,
5.251900e-03,-1.12e+01,
5.252000e-03,-1.12e+01,
5.252100e-03,-1.12e+01,
5.252200e-03,-1.12e+01,
5.252300e-03,-1.12e+01,
5.252400e-03,-1.12e+01,
5.252500e-03,-1.12e+01,
5.252600e-03,-1.12e+01,
5.252700e-03,-1.12e+01,
5.252800e-03,-1.12e+01,
5.252900e-03,-1.12e+01,
5.253000e-03,-1.12e+01,
5.253100e-03,-1.12e+01,
5.253200e-03,-1.12e+01,
5.253300e-03,-1.12e+01,
5.253400e-03,-1.12e+01,
5.253500e-03,-1.12e+01,
5.253600e-03,-1.12e+01,
5.253700e-03,-1.12e+01,
5.253800e-03,-1.12e+01,
5.253900e-03,-1.12e+01,
5.254000e-03,-1.12e+01,
5.254100e-03,-1.12e+01,
5.254200e-03,-1.12e+01,
5.254300e-03,-1.12e+01,
5.254400e-03,-1.12e+01,
5.254500e-03,-1.12e+01,
5.254600e-03,-1.12e+01,
5.254700e-03,-1.12e+01,
5.254800e-03,-1.12e+01,
5.254900e-03,-1.12e+01,
5.255000e-03,-1.12e+01,
5.255100e-03,-1.12e+01,
5.255200e-03,-1.12e+01,
5.255300e-03,-1.12e+01,
5.255400e-03,-1.12e+01,
5.255500e-03,-1.12e+01,
5.255600e-03,-1.12e+01,
5.255700e-03,-1.12e+01,
5.255800e-03,-1.12e+01,
5.255900e-03,-1.12e+01,
5.256000e-03,-1.12e+01,
5.256100e-03,-1.12e+01,
5.256200e-03,-1.12e+01,
5.256300e-03,-1.12e+01,
5.256400e-03,-1.12e+01,
5.256500e-03,-1.12e+01,
5.256600e-03,-1.12e+01,
5.256700e-03,-1.12e+01,
5.256800e-03,-1.12e+01,
5.256900e-03,-1.12e+01,
5.257000e-03,-1.12e+01,
5.257100e-03,-1.12e+01,
5.257200e-03,-1.12e+01,
5.257300e-03,-1.12e+01,
5.257400e-03,-1.12e+01,
5.257500e-03,-1.12e+01,
5.257600e-03,-1.12e+01,
5.257700e-03,-1.12e+01,
5.257800e-03,-1.12e+01,
5.257900e-03,-1.12e+01,
5.258000e-03,-1.12e+01,
5.258100e-03,-1.12e+01,
5.258200e-03,-1.12e+01,
5.258300e-03,-1.12e+01,
5.258400e-03,-1.12e+01,
5.258500e-03,-1.12e+01,
5.258600e-03,-1.12e+01,
5.258700e-03,-1.12e+01,
5.258800e-03,-1.12e+01,
5.258900e-03,-1.12e+01,
5.259000e-03,-1.12e+01,
5.259100e-03,-1.12e+01,
5.259200e-03,-1.12e+01,
5.259300e-03,-1.12e+01,
5.259400e-03,-1.12e+01,
5.259500e-03,-1.12e+01,
5.259600e-03,-1.12e+01,
5.259700e-03,-1.12e+01,
5.259800e-03,-1.12e+01,
5.259900e-03,-1.12e+01,
5.260000e-03,-1.12e+01,
5.260100e-03,-1.12e+01,
5.260200e-03,-1.12e+01,
5.260300e-03,-1.12e+01,
5.260400e-03,-1.12e+01,
5.260500e-03,-1.12e+01,
5.260600e-03,-1.12e+01,
5.260700e-03,-1.12e+01,
5.260800e-03,-1.12e+01,
5.260900e-03,-1.12e+01,
5.261000e-03,-1.12e+01,
5.261100e-03,-1.12e+01,
5.261200e-03,-1.12e+01,
5.261300e-03,-1.12e+01,
5.261400e-03,-1.12e+01,
5.261500e-03,-1.12e+01,
5.261600e-03,-1.12e+01,
5.261700e-03,-1.12e+01,
5.261800e-03,-1.12e+01,
5.261900e-03,-1.12e+01,
5.262000e-03,-1.12e+01,
5.262100e-03,-1.12e+01,
5.262200e-03,-1.12e+01,
5.262300e-03,-1.12e+01,
5.262400e-03,-1.12e+01,
5.262500e-03,-1.12e+01,
5.262600e-03,-1.12e+01,
5.262700e-03,-1.12e+01,
5.262800e-03,-1.12e+01,
5.262900e-03,-1.12e+01,
5.263000e-03,-1.12e+01,
5.263100e-03,-1.12e+01,
5.263200e-03,-1.12e+01,
5.263300e-03,-1.12e+01,
5.263400e-03,-1.12e+01,
5.263500e-03,-1.12e+01,
5.263600e-03,-1.12e+01,
5.263700e-03,-1.12e+01,
5.263800e-03,-1.12e+01,
5.263900e-03,-1.12e+01,
5.264000e-03,-1.12e+01,
5.264100e-03,-1.12e+01,
5.264200e-03,-1.12e+01,
5.264300e-03,-1.12e+01,
5.264400e-03,-1.12e+01,
5.264500e-03,-1.12e+01,
5.264600e-03,-1.12e+01,
5.264700e-03,-1.12e+01,
5.264800e-03,-1.12e+01,
5.264900e-03,-1.12e+01,
5.265000e-03,-1.12e+01,
5.265100e-03,-1.12e+01,
5.265200e-03,-1.12e+01,
5.265300e-03,-1.12e+01,
5.265400e-03,-1.12e+01,
5.265500e-03,-1.12e+01,
5.265600e-03,-1.12e+01,
5.265700e-03,-1.12e+01,
5.265800e-03,-1.12e+01,
5.265900e-03,-1.12e+01,
5.266000e-03,-1.12e+01,
5.266100e-03,-1.12e+01,
5.266200e-03,-1.12e+01,
5.266300e-03,-1.12e+01,
5.266400e-03,-1.12e+01,
5.266500e-03,-1.12e+01,
5.266600e-03,-1.12e+01,
5.266700e-03,-1.12e+01,
5.266800e-03,-1.12e+01,
5.266900e-03,-1.12e+01,
5.267000e-03,-1.12e+01,
5.267100e-03,-1.12e+01,
5.267200e-03,-1.12e+01,
5.267300e-03,-1.12e+01,
5.267400e-03,-1.12e+01,
5.267500e-03,-1.12e+01,
5.267600e-03,-1.12e+01,
5.267700e-03,-1.12e+01,
5.267800e-03,-1.12e+01,
5.267900e-03,-1.12e+01,
5.268000e-03,-1.12e+01,
5.268100e-03,-1.12e+01,
5.268200e-03,-1.12e+01,
5.268300e-03,-1.12e+01,
5.268400e-03,-1.12e+01,
5.268500e-03,-1.12e+01,
5.268600e-03,-1.12e+01,
5.268700e-03,-1.12e+01,
5.268800e-03,-1.12e+01,
5.268900e-03,-1.12e+01,
5.269000e-03,-1.12e+01,
5.269100e-03,-1.12e+01,
5.269200e-03,-1.12e+01,
5.269300e-03,-1.12e+01,
5.269400e-03,-1.12e+01,
5.269500e-03,-1.12e+01,
5.269600e-03,-1.12e+01,
5.269700e-03,-1.12e+01,
5.269800e-03,-1.12e+01,
5.269900e-03,-1.12e+01,
5.270000e-03,-1.12e+01,
5.270100e-03,-1.12e+01,
5.270200e-03,-1.12e+01,
5.270300e-03,-1.12e+01,
5.270400e-03,-1.12e+01,
5.270500e-03,-1.12e+01,
5.270600e-03,-1.12e+01,
5.270700e-03,-1.12e+01,
5.270800e-03,-1.12e+01,
5.270900e-03,-1.12e+01,
5.271000e-03,-1.12e+01,
5.271100e-03,-1.12e+01,
5.271200e-03,-1.12e+01,
5.271300e-03,-1.12e+01,
5.271400e-03,-1.12e+01,
5.271500e-03,-1.12e+01,
5.271600e-03,-1.12e+01,
5.271700e-03,-1.12e+01,
5.271800e-03,-1.12e+01,
5.271900e-03,-1.12e+01,
5.272000e-03,-1.12e+01,
5.272100e-03,-1.12e+01,
5.272200e-03,-1.12e+01,
5.272300e-03,-1.12e+01,
5.272400e-03,-1.12e+01,
5.272500e-03,-1.12e+01,
5.272600e-03,-1.12e+01,
5.272700e-03,-1.12e+01,
5.272800e-03,-1.12e+01,
5.272900e-03,-1.12e+01,
5.273000e-03,-1.12e+01,
5.273100e-03,-1.12e+01,
5.273200e-03,-1.12e+01,
5.273300e-03,-1.12e+01,
5.273400e-03,-1.12e+01,
5.273500e-03,-1.12e+01,
5.273600e-03,-1.12e+01,
5.273700e-03,-1.12e+01,
5.273800e-03,-1.12e+01,
5.273900e-03,-1.12e+01,
5.274000e-03,-1.12e+01,
5.274100e-03,-1.12e+01,
5.274200e-03,-1.12e+01,
5.274300e-03,-1.12e+01,
5.274400e-03,-1.12e+01,
5.274500e-03,-1.12e+01,
5.274600e-03,-1.12e+01,
5.274700e-03,-1.12e+01,
5.274800e-03,-1.12e+01,
5.274900e-03,-1.12e+01,
5.275000e-03,-1.12e+01,
5.275100e-03,-1.12e+01,
5.275200e-03,-1.12e+01,
5.275300e-03,-1.12e+01,
5.275400e-03,-1.12e+01,
5.275500e-03,-1.12e+01,
5.275600e-03,-1.12e+01,
5.275700e-03,-1.12e+01,
5.275800e-03,-1.12e+01,
5.275900e-03,-1.12e+01,
5.276000e-03,-1.12e+01,
5.276100e-03,-1.12e+01,
5.276200e-03,-1.12e+01,
5.276300e-03,-1.12e+01,
5.276400e-03,-1.12e+01,
5.276500e-03,-1.12e+01,
5.276600e-03,-1.12e+01,
5.276700e-03,-1.12e+01,
5.276800e-03,-1.12e+01,
5.276900e-03,-1.12e+01,
5.277000e-03,-1.12e+01,
5.277100e-03,-1.12e+01,
5.277200e-03,-1.12e+01,
5.277300e-03,-1.12e+01,
5.277400e-03,-1.12e+01,
5.277500e-03,-1.12e+01,
5.277600e-03,-1.12e+01,
5.277700e-03,-1.12e+01,
5.277800e-03,-1.12e+01,
5.277900e-03,-1.12e+01,
5.278000e-03,-1.12e+01,
5.278100e-03,-1.12e+01,
5.278200e-03,-1.12e+01,
5.278300e-03,-1.12e+01,
5.278400e-03,-1.12e+01,
5.278500e-03,-1.12e+01,
5.278600e-03,-1.12e+01,
5.278700e-03,-1.12e+01,
5.278800e-03,-1.12e+01,
5.278900e-03,-1.12e+01,
5.279000e-03,-1.12e+01,
5.279100e-03,-1.12e+01,
5.279200e-03,-1.12e+01,
5.279300e-03,-1.12e+01,
5.279400e-03,-1.12e+01,
5.279500e-03,-1.12e+01,
5.279600e-03,-1.12e+01,
5.279700e-03,-1.12e+01,
5.279800e-03,-1.12e+01,
5.279900e-03,-1.12e+01,
5.280000e-03,-1.12e+01,
5.280100e-03,-1.12e+01,
5.280200e-03,-1.12e+01,
5.280300e-03,-1.12e+01,
5.280400e-03,-1.12e+01,
5.280500e-03,-1.12e+01,
5.280600e-03,-1.12e+01,
5.280700e-03,-1.12e+01,
5.280800e-03,-1.12e+01,
5.280900e-03,-1.12e+01,
5.281000e-03,-1.12e+01,
5.281100e-03,-1.12e+01,
5.281200e-03,-1.12e+01,
5.281300e-03,-1.12e+01,
5.281400e-03,-1.12e+01,
5.281500e-03,-1.12e+01,
5.281600e-03,-1.12e+01,
5.281700e-03,-1.12e+01,
5.281800e-03,-1.12e+01,
5.281900e-03,-1.12e+01,
5.282000e-03,-1.12e+01,
5.282100e-03,-1.12e+01,
5.282200e-03,-1.12e+01,
5.282300e-03,-1.12e+01,
5.282400e-03,-1.12e+01,
5.282500e-03,-1.12e+01,
5.282600e-03,-1.12e+01,
5.282700e-03,-1.12e+01,
5.282800e-03,-1.12e+01,
5.282900e-03,-1.12e+01,
5.283000e-03,-1.12e+01,
5.283100e-03,-1.12e+01,
5.283200e-03,-1.12e+01,
5.283300e-03,-1.12e+01,
5.283400e-03,-1.12e+01,
5.283500e-03,-1.12e+01,
5.283600e-03,-1.12e+01,
5.283700e-03,-1.12e+01,
5.283800e-03,-1.12e+01,
5.283900e-03,-1.12e+01,
5.284000e-03,-1.12e+01,
5.284100e-03,-1.12e+01,
5.284200e-03,-1.12e+01,
5.284300e-03,-1.12e+01,
5.284400e-03,-1.12e+01,
5.284500e-03,-1.12e+01,
5.284600e-03,-1.12e+01,
5.284700e-03,-1.12e+01,
5.284800e-03,-1.12e+01,
5.284900e-03,-1.12e+01,
5.285000e-03,-1.12e+01,
5.285100e-03,-1.12e+01,
5.285200e-03,-1.12e+01,
5.285300e-03,-1.12e+01,
5.285400e-03,-1.12e+01,
5.285500e-03,-1.12e+01,
5.285600e-03,-1.12e+01,
5.285700e-03,-1.12e+01,
5.285800e-03,-1.12e+01,
5.285900e-03,-1.12e+01,
5.286000e-03,-1.12e+01,
5.286100e-03,-1.12e+01,
5.286200e-03,-1.12e+01,
5.286300e-03,-1.12e+01,
5.286400e-03,-1.12e+01,
5.286500e-03,-1.12e+01,
5.286600e-03,-1.12e+01,
5.286700e-03,-1.12e+01,
5.286800e-03,-1.12e+01,
5.286900e-03,-1.12e+01,
5.287000e-03,-1.12e+01,
5.287100e-03,-1.12e+01,
5.287200e-03,-1.12e+01,
5.287300e-03,-1.12e+01,
5.287400e-03,-1.12e+01,
5.287500e-03,-1.12e+01,
5.287600e-03,-1.12e+01,
5.287700e-03,-1.12e+01,
5.287800e-03,-1.12e+01,
5.287900e-03,-1.12e+01,
5.288000e-03,-1.12e+01,
5.288100e-03,-1.12e+01,
5.288200e-03,-1.12e+01,
5.288300e-03,-1.12e+01,
5.288400e-03,-1.12e+01,
5.288500e-03,-1.12e+01,
5.288600e-03,-1.12e+01,
5.288700e-03,-1.12e+01,
5.288800e-03,-1.12e+01,
5.288900e-03,-1.12e+01,
5.289000e-03,-1.12e+01,
5.289100e-03,-1.12e+01,
5.289200e-03,-1.12e+01,
5.289300e-03,-1.12e+01,
5.289400e-03,-1.12e+01,
5.289500e-03,-1.12e+01,
5.289600e-03,-1.12e+01,
5.289700e-03,-1.12e+01,
5.289800e-03,-1.12e+01,
5.289900e-03,-1.12e+01,
5.290000e-03,-1.12e+01,
5.290100e-03,-1.12e+01,
5.290200e-03,-1.12e+01,
5.290300e-03,-1.12e+01,
5.290400e-03,-1.12e+01,
5.290500e-03,-1.12e+01,
5.290600e-03,-1.12e+01,
5.290700e-03,-1.12e+01,
5.290800e-03,-1.12e+01,
5.290900e-03,-1.12e+01,
5.291000e-03,-1.12e+01,
5.291100e-03,-1.12e+01,
5.291200e-03,-1.12e+01,
5.291300e-03,-1.12e+01,
5.291400e-03,-1.12e+01,
5.291500e-03,-1.12e+01,
5.291600e-03,-1.12e+01,
5.291700e-03,-1.12e+01,
5.291800e-03,-1.12e+01,
5.291900e-03,-1.12e+01,
5.292000e-03,-1.12e+01,
5.292100e-03,-1.12e+01,
5.292200e-03,-1.12e+01,
5.292300e-03,-1.12e+01,
5.292400e-03,-1.12e+01,
5.292500e-03,-1.12e+01,
5.292600e-03,-1.12e+01,
5.292700e-03,-1.12e+01,
5.292800e-03,-1.12e+01,
5.292900e-03,-1.12e+01,
5.293000e-03,-1.12e+01,
5.293100e-03,-1.12e+01,
5.293200e-03,-1.12e+01,
5.293300e-03,-1.12e+01,
5.293400e-03,-1.12e+01,
5.293500e-03,-1.12e+01,
5.293600e-03,-1.12e+01,
5.293700e-03,-1.12e+01,
5.293800e-03,-1.12e+01,
5.293900e-03,-1.12e+01,
5.294000e-03,-1.12e+01,
5.294100e-03,-1.12e+01,
5.294200e-03,-1.12e+01,
5.294300e-03,-1.12e+01,
5.294400e-03,-1.12e+01,
5.294500e-03,-1.12e+01,
5.294600e-03,-1.12e+01,
5.294700e-03,-1.12e+01,
5.294800e-03,-1.12e+01,
5.294900e-03,-1.12e+01,
5.295000e-03,-1.12e+01,
5.295100e-03,-1.12e+01,
5.295200e-03,-1.12e+01,
5.295300e-03,-1.12e+01,
5.295400e-03,-1.12e+01,
5.295500e-03,-1.12e+01,
5.295600e-03,-1.12e+01,
5.295700e-03,-1.12e+01,
5.295800e-03,-1.12e+01,
5.295900e-03,-1.12e+01,
5.296000e-03,-1.12e+01,
5.296100e-03,-1.12e+01,
5.296200e-03,-1.12e+01,
5.296300e-03,-1.12e+01,
5.296400e-03,-1.12e+01,
5.296500e-03,-1.12e+01,
5.296600e-03,-1.12e+01,
5.296700e-03,-1.12e+01,
5.296800e-03,-1.12e+01,
5.296900e-03,-1.12e+01,
5.297000e-03,-1.12e+01,
5.297100e-03,-1.12e+01,
5.297200e-03,-1.12e+01,
5.297300e-03,-1.12e+01,
5.297400e-03,-1.12e+01,
5.297500e-03,-1.12e+01,
5.297600e-03,-1.12e+01,
5.297700e-03,-1.12e+01,
5.297800e-03,-1.12e+01,
5.297900e-03,-1.12e+01,
5.298000e-03,-1.12e+01,
5.298100e-03,-1.12e+01,
5.298200e-03,-1.12e+01,
5.298300e-03,-1.12e+01,
5.298400e-03,-1.12e+01,
5.298500e-03,-1.12e+01,
5.298600e-03,-1.12e+01,
5.298700e-03,-1.12e+01,
5.298800e-03,-1.12e+01,
5.298900e-03,-1.12e+01,
5.299000e-03,-1.12e+01,
5.299100e-03,-1.12e+01,
5.299200e-03,-1.12e+01,
5.299300e-03,-1.12e+01,
5.299400e-03,-1.12e+01,
5.299500e-03,-1.12e+01,
5.299600e-03,-1.12e+01,
5.299700e-03,-1.12e+01,
5.299800e-03,-1.12e+01,
5.299900e-03,-1.12e+01,
5.300000e-03,-1.12e+01,
5.300100e-03,-1.12e+01,
5.300200e-03,-1.12e+01,
5.300300e-03,-1.12e+01,
5.300400e-03,-1.12e+01,
5.300500e-03,-1.12e+01,
5.300600e-03,-1.12e+01,
5.300700e-03,-1.12e+01,
5.300800e-03,-1.12e+01,
5.300900e-03,-1.12e+01,
5.301000e-03,-1.12e+01,
5.301100e-03,-1.12e+01,
5.301200e-03,-1.12e+01,
5.301300e-03,-1.12e+01,
5.301400e-03,-1.12e+01,
5.301500e-03,-1.12e+01,
5.301600e-03,-1.12e+01,
5.301700e-03,-1.12e+01,
5.301800e-03,-1.12e+01,
5.301900e-03,-1.12e+01,
5.302000e-03,-1.12e+01,
5.302100e-03,-1.12e+01,
5.302200e-03,-1.12e+01,
5.302300e-03,-1.12e+01,
5.302400e-03,-1.12e+01,
5.302500e-03,-1.12e+01,
5.302600e-03,-1.12e+01,
5.302700e-03,-1.12e+01,
5.302800e-03,-1.12e+01,
5.302900e-03,-1.12e+01,
5.303000e-03,-1.12e+01,
5.303100e-03,-1.12e+01,
5.303200e-03,-1.12e+01,
5.303300e-03,-1.12e+01,
5.303400e-03,-1.12e+01,
5.303500e-03,-1.12e+01,
5.303600e-03,-1.12e+01,
5.303700e-03,-1.12e+01,
5.303800e-03,-1.12e+01,
5.303900e-03,-1.12e+01,
5.304000e-03,-1.12e+01,
5.304100e-03,-1.12e+01,
5.304200e-03,-1.12e+01,
5.304300e-03,-1.12e+01,
5.304400e-03,-1.12e+01,
5.304500e-03,-1.12e+01,
5.304600e-03,-1.12e+01,
5.304700e-03,-1.12e+01,
5.304800e-03,-1.12e+01,
5.304900e-03,-1.12e+01,
5.305000e-03,-1.12e+01,
5.305100e-03,-1.12e+01,
5.305200e-03,-1.12e+01,
5.305300e-03,-1.12e+01,
5.305400e-03,-1.12e+01,
5.305500e-03,-1.12e+01,
5.305600e-03,-1.12e+01,
5.305700e-03,-1.12e+01,
5.305800e-03,-1.12e+01,
5.305900e-03,-1.12e+01,
5.306000e-03,-1.12e+01,
5.306100e-03,-1.12e+01,
5.306200e-03,-1.12e+01,
5.306300e-03,-1.12e+01,
5.306400e-03,-1.12e+01,
5.306500e-03,-1.12e+01,
5.306600e-03,-1.12e+01,
5.306700e-03,-1.12e+01,
5.306800e-03,-1.12e+01,
5.306900e-03,-1.12e+01,
5.307000e-03,-1.12e+01,
5.307100e-03,-1.12e+01,
5.307200e-03,-1.12e+01,
5.307300e-03,-1.12e+01,
5.307400e-03,-1.12e+01,
5.307500e-03,-1.12e+01,
5.307600e-03,-1.12e+01,
5.307700e-03,-1.12e+01,
5.307800e-03,-1.12e+01,
5.307900e-03,-1.12e+01,
5.308000e-03,-1.12e+01,
5.308100e-03,-1.12e+01,
5.308200e-03,-1.12e+01,
5.308300e-03,-1.12e+01,
5.308400e-03,-1.12e+01,
5.308500e-03,-1.12e+01,
5.308600e-03,-1.12e+01,
5.308700e-03,-1.12e+01,
5.308800e-03,-1.12e+01,
5.308900e-03,-1.12e+01,
5.309000e-03,-1.12e+01,
5.309100e-03,-1.12e+01,
5.309200e-03,-1.12e+01,
5.309300e-03,-1.12e+01,
5.309400e-03,-1.12e+01,
5.309500e-03,-1.12e+01,
5.309600e-03,-1.12e+01,
5.309700e-03,-1.12e+01,
5.309800e-03,-1.12e+01,
5.309900e-03,-1.12e+01,
5.310000e-03,-1.12e+01,
5.310100e-03,-1.12e+01,
5.310200e-03,-1.12e+01,
5.310300e-03,-1.12e+01,
5.310400e-03,-1.12e+01,
5.310500e-03,-1.12e+01,
5.310600e-03,-1.12e+01,
5.310700e-03,-1.12e+01,
5.310800e-03,-1.12e+01,
5.310900e-03,-1.12e+01,
5.311000e-03,-1.12e+01,
5.311100e-03,-1.12e+01,
5.311200e-03,-1.12e+01,
5.311300e-03,-1.12e+01,
5.311400e-03,-1.12e+01,
5.311500e-03,-1.12e+01,
5.311600e-03,-1.12e+01,
5.311700e-03,-1.12e+01,
5.311800e-03,-1.12e+01,
5.311900e-03,-1.12e+01,
5.312000e-03,-1.12e+01,
5.312100e-03,-1.12e+01,
5.312200e-03,-1.12e+01,
5.312300e-03,-1.12e+01,
5.312400e-03,-1.12e+01,
5.312500e-03,-1.12e+01,
5.312600e-03,-1.12e+01,
5.312700e-03,-1.12e+01,
5.312800e-03,-1.12e+01,
5.312900e-03,-1.12e+01,
5.313000e-03,-1.12e+01,
5.313100e-03,-1.12e+01,
5.313200e-03,-1.12e+01,
5.313300e-03,-1.12e+01,
5.313400e-03,-1.12e+01,
5.313500e-03,-1.12e+01,
5.313600e-03,-1.12e+01,
5.313700e-03,-1.12e+01,
5.313800e-03,-1.12e+01,
5.313900e-03,-1.12e+01,
5.314000e-03,-1.12e+01,
5.314100e-03,-1.12e+01,
5.314200e-03,-1.12e+01,
5.314300e-03,-1.12e+01,
5.314400e-03,-1.12e+01,
5.314500e-03,-1.12e+01,
5.314600e-03,-1.12e+01,
5.314700e-03,-1.12e+01,
5.314800e-03,-1.12e+01,
5.314900e-03,-1.12e+01,
5.315000e-03,-1.12e+01,
5.315100e-03,-1.12e+01,
5.315200e-03,-1.12e+01,
5.315300e-03,-1.12e+01,
5.315400e-03,-1.12e+01,
5.315500e-03,-1.12e+01,
5.315600e-03,-1.12e+01,
5.315700e-03,-1.12e+01,
5.315800e-03,-1.12e+01,
5.315900e-03,-1.12e+01,
5.316000e-03,-1.12e+01,
5.316100e-03,-1.12e+01,
5.316200e-03,-1.12e+01,
5.316300e-03,-1.12e+01,
5.316400e-03,-1.12e+01,
5.316500e-03,-1.12e+01,
5.316600e-03,-1.12e+01,
5.316700e-03,-1.12e+01,
5.316800e-03,-1.12e+01,
5.316900e-03,-1.12e+01,
5.317000e-03,-1.12e+01,
5.317100e-03,-1.12e+01,
5.317200e-03,-1.12e+01,
5.317300e-03,-1.12e+01,
5.317400e-03,-1.12e+01,
5.317500e-03,-1.12e+01,
5.317600e-03,-1.12e+01,
5.317700e-03,-1.12e+01,
5.317800e-03,-1.12e+01,
5.317900e-03,-1.12e+01,
5.318000e-03,-1.12e+01,
5.318100e-03,-1.12e+01,
5.318200e-03,-1.12e+01,
5.318300e-03,-1.12e+01,
5.318400e-03,-1.12e+01,
5.318500e-03,-1.12e+01,
5.318600e-03,-1.12e+01,
5.318700e-03,-1.12e+01,
5.318800e-03,-1.12e+01,
5.318900e-03,-1.12e+01,
5.319000e-03,-1.12e+01,
5.319100e-03,-1.12e+01,
5.319200e-03,-1.12e+01,
5.319300e-03,-1.12e+01,
5.319400e-03,-1.12e+01,
5.319500e-03,-1.12e+01,
5.319600e-03,-1.12e+01,
5.319700e-03,-1.12e+01,
5.319800e-03,-1.12e+01,
5.319900e-03,-1.12e+01,
5.320000e-03,-1.12e+01,
5.320100e-03,-1.12e+01,
5.320200e-03,-1.12e+01,
5.320300e-03,-1.12e+01,
5.320400e-03,-1.12e+01,
5.320500e-03,-1.12e+01,
5.320600e-03,-1.12e+01,
5.320700e-03,-1.12e+01,
5.320800e-03,-1.12e+01,
5.320900e-03,-1.12e+01,
5.321000e-03,-1.12e+01,
5.321100e-03,-1.12e+01,
5.321200e-03,-1.12e+01,
5.321300e-03,-1.12e+01,
5.321400e-03,-1.12e+01,
5.321500e-03,-1.12e+01,
5.321600e-03,-1.12e+01,
5.321700e-03,-1.12e+01,
5.321800e-03,-1.12e+01,
5.321900e-03,-1.12e+01,
5.322000e-03,-1.12e+01,
5.322100e-03,-1.12e+01,
5.322200e-03,-1.12e+01,
5.322300e-03,-1.12e+01,
5.322400e-03,-1.12e+01,
5.322500e-03,-1.12e+01,
5.322600e-03,-1.12e+01,
5.322700e-03,-1.12e+01,
5.322800e-03,-1.12e+01,
5.322900e-03,-1.12e+01,
5.323000e-03,-1.12e+01,
5.323100e-03,-1.12e+01,
5.323200e-03,-1.12e+01,
5.323300e-03,-1.12e+01,
5.323400e-03,-1.12e+01,
5.323500e-03,-1.12e+01,
5.323600e-03,-1.12e+01,
5.323700e-03,-1.12e+01,
5.323800e-03,-1.12e+01,
5.323900e-03,-1.12e+01,
5.324000e-03,-1.12e+01,
5.324100e-03,-1.12e+01,
5.324200e-03,-1.12e+01,
5.324300e-03,-1.12e+01,
5.324400e-03,-1.12e+01,
5.324500e-03,-1.12e+01,
5.324600e-03,-1.12e+01,
5.324700e-03,-1.12e+01,
5.324800e-03,-1.12e+01,
5.324900e-03,-1.12e+01,
5.325000e-03,-1.12e+01,
5.325100e-03,-1.12e+01,
5.325200e-03,-1.12e+01,
5.325300e-03,-1.12e+01,
5.325400e-03,-1.12e+01,
5.325500e-03,-1.12e+01,
5.325600e-03,-1.12e+01,
5.325700e-03,-1.12e+01,
5.325800e-03,-1.12e+01,
5.325900e-03,-1.12e+01,
5.326000e-03,-1.12e+01,
5.326100e-03,-1.12e+01,
5.326200e-03,-1.12e+01,
5.326300e-03,-1.12e+01,
5.326400e-03,-1.12e+01,
5.326500e-03,-1.12e+01,
5.326600e-03,-1.12e+01,
5.326700e-03,-1.12e+01,
5.326800e-03,-1.12e+01,
5.326900e-03,-1.12e+01,
5.327000e-03,-1.12e+01,
5.327100e-03,-1.12e+01,
5.327200e-03,-1.12e+01,
5.327300e-03,-1.12e+01,
5.327400e-03,-1.12e+01,
5.327500e-03,-1.12e+01,
5.327600e-03,-1.12e+01,
5.327700e-03,-1.12e+01,
5.327800e-03,-1.12e+01,
5.327900e-03,-1.12e+01,
5.328000e-03,-1.12e+01,
5.328100e-03,-1.12e+01,
5.328200e-03,-1.12e+01,
5.328300e-03,-1.12e+01,
5.328400e-03,-1.12e+01,
5.328500e-03,-1.12e+01,
5.328600e-03,-1.12e+01,
5.328700e-03,-1.12e+01,
5.328800e-03,-1.12e+01,
5.328900e-03,-1.12e+01,
5.329000e-03,-1.12e+01,
5.329100e-03,-1.12e+01,
5.329200e-03,-1.12e+01,
5.329300e-03,-1.12e+01,
5.329400e-03,-1.12e+01,
5.329500e-03,-1.12e+01,
5.329600e-03,-1.12e+01,
5.329700e-03,-1.12e+01,
5.329800e-03,-1.12e+01,
