Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,-45001,
Trigger Level,0.000E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+01,
Vertical Position,8.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-04,
Horizontal Position,5.000E-03,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-07,
Horizontal Old Scale,1.000E-04,
Horizontal Old Position,5.000E-03,
Firmware,V1.24,
Mode,Detail,
Waveform Data,
4.754000e-03,9.60e+00,
4.754100e-03,9.60e+00,
4.754200e-03,9.60e+00,
4.754300e-03,9.60e+00,
4.754400e-03,9.60e+00,
4.754500e-03,9.60e+00,
4.754600e-03,9.60e+00,
4.754700e-03,9.60e+00,
4.754800e-03,9.60e+00,
4.754900e-03,9.60e+00,
4.755000e-03,9.60e+00,
4.755100e-03,9.60e+00,
4.755200e-03,9.60e+00,
4.755300e-03,9.60e+00,
4.755400e-03,9.60e+00,
4.755500e-03,9.60e+00,
4.755600e-03,9.60e+00,
4.755700e-03,9.60e+00,
4.755800e-03,9.60e+00,
4.755900e-03,9.60e+00,
4.756000e-03,9.60e+00,
4.756100e-03,9.60e+00,
4.756200e-03,9.60e+00,
4.756300e-03,9.60e+00,
4.756400e-03,9.60e+00,
4.756500e-03,9.60e+00,
4.756600e-03,9.60e+00,
4.756700e-03,9.60e+00,
4.756800e-03,9.60e+00,
4.756900e-03,9.60e+00,
4.757000e-03,9.60e+00,
4.757100e-03,9.60e+00,
4.757200e-03,9.60e+00,
4.757300e-03,9.60e+00,
4.757400e-03,9.60e+00,
4.757500e-03,9.60e+00,
4.757600e-03,9.60e+00,
4.757700e-03,9.60e+00,
4.757800e-03,9.60e+00,
4.757900e-03,9.60e+00,
4.758000e-03,9.60e+00,
4.758100e-03,9.60e+00,
4.758200e-03,9.60e+00,
4.758300e-03,9.60e+00,
4.758400e-03,9.60e+00,
4.758500e-03,9.60e+00,
4.758600e-03,9.60e+00,
4.758700e-03,9.60e+00,
4.758800e-03,9.60e+00,
4.758900e-03,9.60e+00,
4.759000e-03,9.60e+00,
4.759100e-03,9.60e+00,
4.759200e-03,9.60e+00,
4.759300e-03,9.60e+00,
4.759400e-03,9.60e+00,
4.759500e-03,9.60e+00,
4.759600e-03,9.60e+00,
4.759700e-03,9.60e+00,
4.759800e-03,9.60e+00,
4.759900e-03,9.60e+00,
4.760000e-03,9.60e+00,
4.760100e-03,9.60e+00,
4.760200e-03,9.60e+00,
4.760300e-03,9.60e+00,
4.760400e-03,9.60e+00,
4.760500e-03,9.60e+00,
4.760600e-03,9.60e+00,
4.760700e-03,9.60e+00,
4.760800e-03,9.60e+00,
4.760900e-03,9.60e+00,
4.761000e-03,9.60e+00,
4.761100e-03,9.60e+00,
4.761200e-03,9.60e+00,
4.761300e-03,9.60e+00,
4.761400e-03,9.60e+00,
4.761500e-03,9.60e+00,
4.761600e-03,9.60e+00,
4.761700e-03,9.60e+00,
4.761800e-03,9.60e+00,
4.761900e-03,9.60e+00,
4.762000e-03,9.60e+00,
4.762100e-03,9.60e+00,
4.762200e-03,9.60e+00,
4.762300e-03,9.60e+00,
4.762400e-03,9.60e+00,
4.762500e-03,9.60e+00,
4.762600e-03,9.60e+00,
4.762700e-03,9.60e+00,
4.762800e-03,9.60e+00,
4.762900e-03,9.60e+00,
4.763000e-03,9.60e+00,
4.763100e-03,9.60e+00,
4.763200e-03,9.60e+00,
4.763300e-03,9.60e+00,
4.763400e-03,9.60e+00,
4.763500e-03,9.60e+00,
4.763600e-03,9.60e+00,
4.763700e-03,9.60e+00,
4.763800e-03,9.60e+00,
4.763900e-03,9.60e+00,
4.764000e-03,9.60e+00,
4.764100e-03,9.60e+00,
4.764200e-03,9.60e+00,
4.764300e-03,9.60e+00,
4.764400e-03,9.60e+00,
4.764500e-03,9.60e+00,
4.764600e-03,9.60e+00,
4.764700e-03,9.60e+00,
4.764800e-03,9.60e+00,
4.764900e-03,9.60e+00,
4.765000e-03,9.60e+00,
4.765100e-03,9.60e+00,
4.765200e-03,9.60e+00,
4.765300e-03,9.60e+00,
4.765400e-03,9.60e+00,
4.765500e-03,9.60e+00,
4.765600e-03,9.60e+00,
4.765700e-03,9.60e+00,
4.765800e-03,9.60e+00,
4.765900e-03,9.60e+00,
4.766000e-03,9.60e+00,
4.766100e-03,9.60e+00,
4.766200e-03,9.60e+00,
4.766300e-03,9.60e+00,
4.766400e-03,9.60e+00,
4.766500e-03,9.60e+00,
4.766600e-03,9.60e+00,
4.766700e-03,9.60e+00,
4.766800e-03,9.60e+00,
4.766900e-03,9.60e+00,
4.767000e-03,9.60e+00,
4.767100e-03,9.60e+00,
4.767200e-03,9.60e+00,
4.767300e-03,9.60e+00,
4.767400e-03,9.60e+00,
4.767500e-03,9.60e+00,
4.767600e-03,9.60e+00,
4.767700e-03,9.60e+00,
4.767800e-03,9.60e+00,
4.767900e-03,9.60e+00,
4.768000e-03,9.60e+00,
4.768100e-03,9.60e+00,
4.768200e-03,9.60e+00,
4.768300e-03,9.60e+00,
4.768400e-03,9.60e+00,
4.768500e-03,9.60e+00,
4.768600e-03,9.60e+00,
4.768700e-03,9.60e+00,
4.768800e-03,9.60e+00,
4.768900e-03,9.60e+00,
4.769000e-03,9.60e+00,
4.769100e-03,9.60e+00,
4.769200e-03,9.60e+00,
4.769300e-03,9.60e+00,
4.769400e-03,9.60e+00,
4.769500e-03,9.60e+00,
4.769600e-03,9.60e+00,
4.769700e-03,9.60e+00,
4.769800e-03,9.60e+00,
4.769900e-03,9.60e+00,
4.770000e-03,9.60e+00,
4.770100e-03,9.60e+00,
4.770200e-03,9.60e+00,
4.770300e-03,9.60e+00,
4.770400e-03,9.60e+00,
4.770500e-03,9.60e+00,
4.770600e-03,9.60e+00,
4.770700e-03,9.60e+00,
4.770800e-03,9.60e+00,
4.770900e-03,9.60e+00,
4.771000e-03,9.60e+00,
4.771100e-03,9.60e+00,
4.771200e-03,9.60e+00,
4.771300e-03,9.60e+00,
4.771400e-03,9.60e+00,
4.771500e-03,9.60e+00,
4.771600e-03,9.60e+00,
4.771700e-03,9.60e+00,
4.771800e-03,9.60e+00,
4.771900e-03,9.60e+00,
4.772000e-03,9.60e+00,
4.772100e-03,9.60e+00,
4.772200e-03,9.60e+00,
4.772300e-03,9.60e+00,
4.772400e-03,9.60e+00,
4.772500e-03,9.60e+00,
4.772600e-03,9.60e+00,
4.772700e-03,9.60e+00,
4.772800e-03,9.60e+00,
4.772900e-03,9.60e+00,
4.773000e-03,9.60e+00,
4.773100e-03,9.60e+00,
4.773200e-03,9.60e+00,
4.773300e-03,9.60e+00,
4.773400e-03,9.60e+00,
4.773500e-03,9.60e+00,
4.773600e-03,9.60e+00,
4.773700e-03,9.60e+00,
4.773800e-03,9.60e+00,
4.773900e-03,9.60e+00,
4.774000e-03,9.60e+00,
4.774100e-03,9.60e+00,
4.774200e-03,9.60e+00,
4.774300e-03,9.60e+00,
4.774400e-03,9.60e+00,
4.774500e-03,9.60e+00,
4.774600e-03,9.60e+00,
4.774700e-03,9.60e+00,
4.774800e-03,9.60e+00,
4.774900e-03,9.60e+00,
4.775000e-03,9.60e+00,
4.775100e-03,9.60e+00,
4.775200e-03,9.60e+00,
4.775300e-03,9.60e+00,
4.775400e-03,9.60e+00,
4.775500e-03,9.60e+00,
4.775600e-03,9.60e+00,
4.775700e-03,9.60e+00,
4.775800e-03,9.60e+00,
4.775900e-03,9.60e+00,
4.776000e-03,9.60e+00,
4.776100e-03,9.60e+00,
4.776200e-03,9.60e+00,
4.776300e-03,9.60e+00,
4.776400e-03,9.60e+00,
4.776500e-03,9.60e+00,
4.776600e-03,9.60e+00,
4.776700e-03,9.60e+00,
4.776800e-03,9.60e+00,
4.776900e-03,9.60e+00,
4.777000e-03,9.60e+00,
4.777100e-03,9.60e+00,
4.777200e-03,9.60e+00,
4.777300e-03,9.60e+00,
4.777400e-03,9.60e+00,
4.777500e-03,9.60e+00,
4.777600e-03,9.60e+00,
4.777700e-03,9.60e+00,
4.777800e-03,9.60e+00,
4.777900e-03,9.60e+00,
4.778000e-03,9.60e+00,
4.778100e-03,9.60e+00,
4.778200e-03,9.60e+00,
4.778300e-03,9.60e+00,
4.778400e-03,9.60e+00,
4.778500e-03,9.60e+00,
4.778600e-03,9.60e+00,
4.778700e-03,9.60e+00,
4.778800e-03,9.60e+00,
4.778900e-03,9.60e+00,
4.779000e-03,9.60e+00,
4.779100e-03,9.60e+00,
4.779200e-03,9.60e+00,
4.779300e-03,9.60e+00,
4.779400e-03,9.60e+00,
4.779500e-03,9.60e+00,
4.779600e-03,9.60e+00,
4.779700e-03,9.60e+00,
4.779800e-03,9.60e+00,
4.779900e-03,9.60e+00,
4.780000e-03,9.60e+00,
4.780100e-03,9.60e+00,
4.780200e-03,9.60e+00,
4.780300e-03,9.60e+00,
4.780400e-03,9.60e+00,
4.780500e-03,9.60e+00,
4.780600e-03,9.60e+00,
4.780700e-03,9.60e+00,
4.780800e-03,9.60e+00,
4.780900e-03,9.60e+00,
4.781000e-03,9.60e+00,
4.781100e-03,9.60e+00,
4.781200e-03,9.60e+00,
4.781300e-03,9.60e+00,
4.781400e-03,9.60e+00,
4.781500e-03,9.60e+00,
4.781600e-03,9.60e+00,
4.781700e-03,9.60e+00,
4.781800e-03,9.60e+00,
4.781900e-03,9.60e+00,
4.782000e-03,9.60e+00,
4.782100e-03,9.60e+00,
4.782200e-03,9.60e+00,
4.782300e-03,9.60e+00,
4.782400e-03,9.60e+00,
4.782500e-03,9.60e+00,
4.782600e-03,9.60e+00,
4.782700e-03,9.60e+00,
4.782800e-03,9.60e+00,
4.782900e-03,9.60e+00,
4.783000e-03,9.60e+00,
4.783100e-03,9.60e+00,
4.783200e-03,9.60e+00,
4.783300e-03,9.60e+00,
4.783400e-03,9.60e+00,
4.783500e-03,9.60e+00,
4.783600e-03,9.60e+00,
4.783700e-03,9.60e+00,
4.783800e-03,9.60e+00,
4.783900e-03,9.60e+00,
4.784000e-03,9.60e+00,
4.784100e-03,9.60e+00,
4.784200e-03,9.60e+00,
4.784300e-03,9.60e+00,
4.784400e-03,9.60e+00,
4.784500e-03,9.60e+00,
4.784600e-03,9.60e+00,
4.784700e-03,9.60e+00,
4.784800e-03,9.60e+00,
4.784900e-03,9.60e+00,
4.785000e-03,9.60e+00,
4.785100e-03,9.60e+00,
4.785200e-03,9.60e+00,
4.785300e-03,9.60e+00,
4.785400e-03,9.60e+00,
4.785500e-03,9.60e+00,
4.785600e-03,9.60e+00,
4.785700e-03,9.60e+00,
4.785800e-03,9.60e+00,
4.785900e-03,9.60e+00,
4.786000e-03,9.60e+00,
4.786100e-03,9.60e+00,
4.786200e-03,9.60e+00,
4.786300e-03,9.60e+00,
4.786400e-03,9.60e+00,
4.786500e-03,9.60e+00,
4.786600e-03,9.60e+00,
4.786700e-03,9.60e+00,
4.786800e-03,9.60e+00,
4.786900e-03,9.60e+00,
4.787000e-03,9.60e+00,
4.787100e-03,9.60e+00,
4.787200e-03,9.60e+00,
4.787300e-03,9.60e+00,
4.787400e-03,9.60e+00,
4.787500e-03,9.60e+00,
4.787600e-03,9.60e+00,
4.787700e-03,9.60e+00,
4.787800e-03,9.60e+00,
4.787900e-03,9.60e+00,
4.788000e-03,9.60e+00,
4.788100e-03,9.60e+00,
4.788200e-03,9.60e+00,
4.788300e-03,9.60e+00,
4.788400e-03,9.60e+00,
4.788500e-03,9.60e+00,
4.788600e-03,9.60e+00,
4.788700e-03,9.60e+00,
4.788800e-03,9.60e+00,
4.788900e-03,9.60e+00,
4.789000e-03,9.60e+00,
4.789100e-03,9.60e+00,
4.789200e-03,9.60e+00,
4.789300e-03,9.60e+00,
4.789400e-03,9.60e+00,
4.789500e-03,9.60e+00,
4.789600e-03,9.60e+00,
4.789700e-03,9.60e+00,
4.789800e-03,9.60e+00,
4.789900e-03,9.60e+00,
4.790000e-03,9.60e+00,
4.790100e-03,9.60e+00,
4.790200e-03,9.60e+00,
4.790300e-03,9.60e+00,
4.790400e-03,9.60e+00,
4.790500e-03,9.60e+00,
4.790600e-03,9.60e+00,
4.790700e-03,9.60e+00,
4.790800e-03,9.60e+00,
4.790900e-03,9.60e+00,
4.791000e-03,9.60e+00,
4.791100e-03,9.60e+00,
4.791200e-03,9.60e+00,
4.791300e-03,9.60e+00,
4.791400e-03,9.60e+00,
4.791500e-03,9.60e+00,
4.791600e-03,9.60e+00,
4.791700e-03,9.60e+00,
4.791800e-03,9.60e+00,
4.791900e-03,9.60e+00,
4.792000e-03,9.60e+00,
4.792100e-03,9.60e+00,
4.792200e-03,9.60e+00,
4.792300e-03,9.60e+00,
4.792400e-03,9.60e+00,
4.792500e-03,9.60e+00,
4.792600e-03,9.60e+00,
4.792700e-03,9.60e+00,
4.792800e-03,9.60e+00,
4.792900e-03,9.60e+00,
4.793000e-03,9.60e+00,
4.793100e-03,9.60e+00,
4.793200e-03,9.60e+00,
4.793300e-03,9.60e+00,
4.793400e-03,9.60e+00,
4.793500e-03,9.60e+00,
4.793600e-03,9.60e+00,
4.793700e-03,9.60e+00,
4.793800e-03,9.60e+00,
4.793900e-03,9.60e+00,
4.794000e-03,9.60e+00,
4.794100e-03,9.60e+00,
4.794200e-03,9.60e+00,
4.794300e-03,9.60e+00,
4.794400e-03,9.60e+00,
4.794500e-03,9.60e+00,
4.794600e-03,9.60e+00,
4.794700e-03,9.60e+00,
4.794800e-03,9.60e+00,
4.794900e-03,9.60e+00,
4.795000e-03,9.60e+00,
4.795100e-03,9.60e+00,
4.795200e-03,9.60e+00,
4.795300e-03,9.60e+00,
4.795400e-03,9.60e+00,
4.795500e-03,9.60e+00,
4.795600e-03,9.60e+00,
4.795700e-03,9.60e+00,
4.795800e-03,9.60e+00,
4.795900e-03,9.60e+00,
4.796000e-03,9.60e+00,
4.796100e-03,9.60e+00,
4.796200e-03,9.60e+00,
4.796300e-03,9.60e+00,
4.796400e-03,9.60e+00,
4.796500e-03,9.60e+00,
4.796600e-03,9.60e+00,
4.796700e-03,9.60e+00,
4.796800e-03,9.60e+00,
4.796900e-03,9.60e+00,
4.797000e-03,9.60e+00,
4.797100e-03,9.60e+00,
4.797200e-03,9.60e+00,
4.797300e-03,9.60e+00,
4.797400e-03,9.60e+00,
4.797500e-03,9.60e+00,
4.797600e-03,9.60e+00,
4.797700e-03,9.60e+00,
4.797800e-03,9.60e+00,
4.797900e-03,9.60e+00,
4.798000e-03,9.60e+00,
4.798100e-03,9.60e+00,
4.798200e-03,9.60e+00,
4.798300e-03,9.60e+00,
4.798400e-03,9.60e+00,
4.798500e-03,9.60e+00,
4.798600e-03,9.60e+00,
4.798700e-03,9.60e+00,
4.798800e-03,9.60e+00,
4.798900e-03,9.60e+00,
4.799000e-03,9.60e+00,
4.799100e-03,9.60e+00,
4.799200e-03,9.60e+00,
4.799300e-03,9.60e+00,
4.799400e-03,9.60e+00,
4.799500e-03,9.60e+00,
4.799600e-03,9.60e+00,
4.799700e-03,9.60e+00,
4.799800e-03,9.60e+00,
4.799900e-03,9.60e+00,
4.800000e-03,9.60e+00,
4.800100e-03,9.60e+00,
4.800200e-03,9.60e+00,
4.800300e-03,9.60e+00,
4.800400e-03,9.60e+00,
4.800500e-03,9.60e+00,
4.800600e-03,9.60e+00,
4.800700e-03,9.60e+00,
4.800800e-03,9.60e+00,
4.800900e-03,9.60e+00,
4.801000e-03,9.60e+00,
4.801100e-03,9.60e+00,
4.801200e-03,9.60e+00,
4.801300e-03,9.60e+00,
4.801400e-03,9.60e+00,
4.801500e-03,9.60e+00,
4.801600e-03,9.60e+00,
4.801700e-03,9.60e+00,
4.801800e-03,9.60e+00,
4.801900e-03,9.60e+00,
4.802000e-03,9.60e+00,
4.802100e-03,9.60e+00,
4.802200e-03,9.60e+00,
4.802300e-03,9.60e+00,
4.802400e-03,9.60e+00,
4.802500e-03,9.60e+00,
4.802600e-03,9.60e+00,
4.802700e-03,9.60e+00,
4.802800e-03,9.60e+00,
4.802900e-03,9.60e+00,
4.803000e-03,9.60e+00,
4.803100e-03,9.60e+00,
4.803200e-03,9.60e+00,
4.803300e-03,9.60e+00,
4.803400e-03,9.60e+00,
4.803500e-03,9.60e+00,
4.803600e-03,9.60e+00,
4.803700e-03,9.60e+00,
4.803800e-03,9.60e+00,
4.803900e-03,9.60e+00,
4.804000e-03,9.60e+00,
4.804100e-03,9.60e+00,
4.804200e-03,9.60e+00,
4.804300e-03,9.60e+00,
4.804400e-03,9.60e+00,
4.804500e-03,9.60e+00,
4.804600e-03,9.60e+00,
4.804700e-03,9.60e+00,
4.804800e-03,9.60e+00,
4.804900e-03,9.60e+00,
4.805000e-03,9.60e+00,
4.805100e-03,9.60e+00,
4.805200e-03,9.60e+00,
4.805300e-03,9.60e+00,
4.805400e-03,9.60e+00,
4.805500e-03,9.60e+00,
4.805600e-03,9.60e+00,
4.805700e-03,9.60e+00,
4.805800e-03,9.60e+00,
4.805900e-03,9.60e+00,
4.806000e-03,9.60e+00,
4.806100e-03,9.60e+00,
4.806200e-03,9.60e+00,
4.806300e-03,9.60e+00,
4.806400e-03,9.60e+00,
4.806500e-03,9.60e+00,
4.806600e-03,9.60e+00,
4.806700e-03,9.60e+00,
4.806800e-03,9.60e+00,
4.806900e-03,9.60e+00,
4.807000e-03,9.60e+00,
4.807100e-03,9.60e+00,
4.807200e-03,9.60e+00,
4.807300e-03,9.60e+00,
4.807400e-03,9.60e+00,
4.807500e-03,9.60e+00,
4.807600e-03,9.60e+00,
4.807700e-03,9.60e+00,
4.807800e-03,9.60e+00,
4.807900e-03,9.60e+00,
4.808000e-03,9.60e+00,
4.808100e-03,9.60e+00,
4.808200e-03,9.60e+00,
4.808300e-03,9.60e+00,
4.808400e-03,9.60e+00,
4.808500e-03,9.60e+00,
4.808600e-03,9.60e+00,
4.808700e-03,9.60e+00,
4.808800e-03,9.60e+00,
4.808900e-03,9.60e+00,
4.809000e-03,9.60e+00,
4.809100e-03,9.60e+00,
4.809200e-03,9.60e+00,
4.809300e-03,9.60e+00,
4.809400e-03,9.60e+00,
4.809500e-03,9.60e+00,
4.809600e-03,9.60e+00,
4.809700e-03,9.60e+00,
4.809800e-03,9.60e+00,
4.809900e-03,9.60e+00,
4.810000e-03,9.60e+00,
4.810100e-03,9.60e+00,
4.810200e-03,9.60e+00,
4.810300e-03,9.60e+00,
4.810400e-03,9.60e+00,
4.810500e-03,9.60e+00,
4.810600e-03,9.60e+00,
4.810700e-03,9.60e+00,
4.810800e-03,9.60e+00,
4.810900e-03,9.60e+00,
4.811000e-03,9.60e+00,
4.811100e-03,9.60e+00,
4.811200e-03,9.60e+00,
4.811300e-03,9.60e+00,
4.811400e-03,9.60e+00,
4.811500e-03,9.60e+00,
4.811600e-03,9.60e+00,
4.811700e-03,9.60e+00,
4.811800e-03,9.60e+00,
4.811900e-03,9.60e+00,
4.812000e-03,9.60e+00,
4.812100e-03,9.60e+00,
4.812200e-03,9.60e+00,
4.812300e-03,9.60e+00,
4.812400e-03,9.60e+00,
4.812500e-03,9.60e+00,
4.812600e-03,9.60e+00,
4.812700e-03,9.60e+00,
4.812800e-03,9.60e+00,
4.812900e-03,9.60e+00,
4.813000e-03,9.60e+00,
4.813100e-03,9.60e+00,
4.813200e-03,9.60e+00,
4.813300e-03,9.60e+00,
4.813400e-03,9.60e+00,
4.813500e-03,9.60e+00,
4.813600e-03,9.60e+00,
4.813700e-03,9.60e+00,
4.813800e-03,9.60e+00,
4.813900e-03,9.60e+00,
4.814000e-03,9.60e+00,
4.814100e-03,9.60e+00,
4.814200e-03,9.60e+00,
4.814300e-03,9.60e+00,
4.814400e-03,9.60e+00,
4.814500e-03,9.60e+00,
4.814600e-03,9.60e+00,
4.814700e-03,9.60e+00,
4.814800e-03,9.60e+00,
4.814900e-03,9.60e+00,
4.815000e-03,9.60e+00,
4.815100e-03,9.60e+00,
4.815200e-03,9.60e+00,
4.815300e-03,9.60e+00,
4.815400e-03,9.60e+00,
4.815500e-03,9.60e+00,
4.815600e-03,9.60e+00,
4.815700e-03,9.60e+00,
4.815800e-03,9.60e+00,
4.815900e-03,9.60e+00,
4.816000e-03,9.60e+00,
4.816100e-03,9.60e+00,
4.816200e-03,9.60e+00,
4.816300e-03,9.60e+00,
4.816400e-03,9.60e+00,
4.816500e-03,9.60e+00,
4.816600e-03,9.60e+00,
4.816700e-03,9.60e+00,
4.816800e-03,9.60e+00,
4.816900e-03,9.60e+00,
4.817000e-03,9.60e+00,
4.817100e-03,9.60e+00,
4.817200e-03,9.60e+00,
4.817300e-03,9.60e+00,
4.817400e-03,9.60e+00,
4.817500e-03,9.60e+00,
4.817600e-03,9.60e+00,
4.817700e-03,9.60e+00,
4.817800e-03,9.60e+00,
4.817900e-03,9.60e+00,
4.818000e-03,9.60e+00,
4.818100e-03,9.60e+00,
4.818200e-03,9.60e+00,
4.818300e-03,9.60e+00,
4.818400e-03,9.60e+00,
4.818500e-03,9.60e+00,
4.818600e-03,9.60e+00,
4.818700e-03,9.60e+00,
4.818800e-03,9.60e+00,
4.818900e-03,9.60e+00,
4.819000e-03,9.60e+00,
4.819100e-03,9.60e+00,
4.819200e-03,9.60e+00,
4.819300e-03,9.60e+00,
4.819400e-03,9.60e+00,
4.819500e-03,9.60e+00,
4.819600e-03,9.60e+00,
4.819700e-03,9.60e+00,
4.819800e-03,9.60e+00,
4.819900e-03,9.60e+00,
4.820000e-03,9.60e+00,
4.820100e-03,9.60e+00,
4.820200e-03,9.60e+00,
4.820300e-03,9.60e+00,
4.820400e-03,9.60e+00,
4.820500e-03,9.60e+00,
4.820600e-03,9.60e+00,
4.820700e-03,9.60e+00,
4.820800e-03,9.60e+00,
4.820900e-03,9.60e+00,
4.821000e-03,9.60e+00,
4.821100e-03,9.60e+00,
4.821200e-03,9.60e+00,
4.821300e-03,9.60e+00,
4.821400e-03,9.60e+00,
4.821500e-03,9.60e+00,
4.821600e-03,9.60e+00,
4.821700e-03,9.60e+00,
4.821800e-03,9.60e+00,
4.821900e-03,9.60e+00,
4.822000e-03,9.60e+00,
4.822100e-03,9.60e+00,
4.822200e-03,9.60e+00,
4.822300e-03,9.60e+00,
4.822400e-03,9.60e+00,
4.822500e-03,9.60e+00,
4.822600e-03,9.60e+00,
4.822700e-03,9.60e+00,
4.822800e-03,9.60e+00,
4.822900e-03,9.60e+00,
4.823000e-03,9.60e+00,
4.823100e-03,9.60e+00,
4.823200e-03,9.60e+00,
4.823300e-03,9.60e+00,
4.823400e-03,9.60e+00,
4.823500e-03,9.60e+00,
4.823600e-03,9.60e+00,
4.823700e-03,9.60e+00,
4.823800e-03,9.60e+00,
4.823900e-03,9.60e+00,
4.824000e-03,9.60e+00,
4.824100e-03,9.60e+00,
4.824200e-03,9.60e+00,
4.824300e-03,9.60e+00,
4.824400e-03,9.60e+00,
4.824500e-03,9.60e+00,
4.824600e-03,9.60e+00,
4.824700e-03,9.60e+00,
4.824800e-03,9.60e+00,
4.824900e-03,9.60e+00,
4.825000e-03,9.60e+00,
4.825100e-03,9.60e+00,
4.825200e-03,9.60e+00,
4.825300e-03,9.60e+00,
4.825400e-03,9.60e+00,
4.825500e-03,9.60e+00,
4.825600e-03,9.60e+00,
4.825700e-03,9.60e+00,
4.825800e-03,9.60e+00,
4.825900e-03,9.60e+00,
4.826000e-03,9.60e+00,
4.826100e-03,9.60e+00,
4.826200e-03,9.60e+00,
4.826300e-03,9.60e+00,
4.826400e-03,9.60e+00,
4.826500e-03,9.60e+00,
4.826600e-03,9.60e+00,
4.826700e-03,9.60e+00,
4.826800e-03,9.60e+00,
4.826900e-03,9.60e+00,
4.827000e-03,9.60e+00,
4.827100e-03,9.60e+00,
4.827200e-03,9.60e+00,
4.827300e-03,9.60e+00,
4.827400e-03,9.60e+00,
4.827500e-03,9.60e+00,
4.827600e-03,9.60e+00,
4.827700e-03,9.60e+00,
4.827800e-03,9.60e+00,
4.827900e-03,9.60e+00,
4.828000e-03,9.60e+00,
4.828100e-03,9.60e+00,
4.828200e-03,9.60e+00,
4.828300e-03,9.60e+00,
4.828400e-03,9.60e+00,
4.828500e-03,9.60e+00,
4.828600e-03,9.60e+00,
4.828700e-03,9.60e+00,
4.828800e-03,9.60e+00,
4.828900e-03,9.60e+00,
4.829000e-03,9.60e+00,
4.829100e-03,9.60e+00,
4.829200e-03,9.60e+00,
4.829300e-03,9.60e+00,
4.829400e-03,9.60e+00,
4.829500e-03,9.60e+00,
4.829600e-03,9.60e+00,
4.829700e-03,9.60e+00,
4.829800e-03,9.60e+00,
4.829900e-03,9.60e+00,
4.830000e-03,9.60e+00,
4.830100e-03,9.60e+00,
4.830200e-03,9.60e+00,
4.830300e-03,9.60e+00,
4.830400e-03,9.60e+00,
4.830500e-03,9.60e+00,
4.830600e-03,9.60e+00,
4.830700e-03,9.60e+00,
4.830800e-03,9.60e+00,
4.830900e-03,9.60e+00,
4.831000e-03,9.60e+00,
4.831100e-03,9.60e+00,
4.831200e-03,9.60e+00,
4.831300e-03,9.60e+00,
4.831400e-03,9.60e+00,
4.831500e-03,9.60e+00,
4.831600e-03,9.60e+00,
4.831700e-03,9.60e+00,
4.831800e-03,9.60e+00,
4.831900e-03,9.60e+00,
4.832000e-03,9.60e+00,
4.832100e-03,9.60e+00,
4.832200e-03,9.60e+00,
4.832300e-03,9.60e+00,
4.832400e-03,9.60e+00,
4.832500e-03,9.60e+00,
4.832600e-03,9.60e+00,
4.832700e-03,9.60e+00,
4.832800e-03,9.60e+00,
4.832900e-03,9.60e+00,
4.833000e-03,9.60e+00,
4.833100e-03,9.60e+00,
4.833200e-03,9.60e+00,
4.833300e-03,9.60e+00,
4.833400e-03,9.60e+00,
4.833500e-03,9.60e+00,
4.833600e-03,9.60e+00,
4.833700e-03,9.60e+00,
4.833800e-03,9.60e+00,
4.833900e-03,9.60e+00,
4.834000e-03,9.60e+00,
4.834100e-03,9.60e+00,
4.834200e-03,9.60e+00,
4.834300e-03,9.60e+00,
4.834400e-03,9.60e+00,
4.834500e-03,9.60e+00,
4.834600e-03,9.60e+00,
4.834700e-03,9.60e+00,
4.834800e-03,9.60e+00,
4.834900e-03,9.60e+00,
4.835000e-03,9.60e+00,
4.835100e-03,9.60e+00,
4.835200e-03,9.60e+00,
4.835300e-03,9.60e+00,
4.835400e-03,9.60e+00,
4.835500e-03,9.60e+00,
4.835600e-03,9.60e+00,
4.835700e-03,9.60e+00,
4.835800e-03,9.60e+00,
4.835900e-03,9.60e+00,
4.836000e-03,9.60e+00,
4.836100e-03,9.60e+00,
4.836200e-03,9.60e+00,
4.836300e-03,9.60e+00,
4.836400e-03,9.60e+00,
4.836500e-03,9.60e+00,
4.836600e-03,9.60e+00,
4.836700e-03,9.60e+00,
4.836800e-03,9.60e+00,
4.836900e-03,9.60e+00,
4.837000e-03,9.60e+00,
4.837100e-03,9.60e+00,
4.837200e-03,9.60e+00,
4.837300e-03,9.60e+00,
4.837400e-03,9.60e+00,
4.837500e-03,9.60e+00,
4.837600e-03,9.60e+00,
4.837700e-03,9.60e+00,
4.837800e-03,9.60e+00,
4.837900e-03,9.60e+00,
4.838000e-03,9.60e+00,
4.838100e-03,9.60e+00,
4.838200e-03,9.60e+00,
4.838300e-03,9.60e+00,
4.838400e-03,9.60e+00,
4.838500e-03,9.60e+00,
4.838600e-03,9.60e+00,
4.838700e-03,9.60e+00,
4.838800e-03,9.60e+00,
4.838900e-03,9.60e+00,
4.839000e-03,9.60e+00,
4.839100e-03,9.60e+00,
4.839200e-03,9.60e+00,
4.839300e-03,9.60e+00,
4.839400e-03,9.60e+00,
